Dissimilarity,Correlation,Contrast,Energy,Homogeneity,ASM,Texture
1.692727272727275,0.8965706338167005,6.839797979797986,0.11852699311605333,0.48504059303361047,0.014048648097132955,Tynk_jpg_0_0
1.4783838383838381,0.8924930310742386,4.949696969696975,0.13344883274163968,0.5088735418927682,0.017808590960106122,Tynk_jpg_0_100
1.3102020202020197,0.8849887649261337,3.393232323232322,0.12767644802414924,0.5203630342781347,0.016301275380063283,Tynk_jpg_0_1000
1.2426262626262632,0.8776768327935663,3.299393939393942,0.13722251034421748,0.5418733367415616,0.018830017345168874,Tynk_jpg_0_1100
1.3994949494949487,0.9001593572832352,4.083535353535359,0.12056739308739417,0.5105852175184146,0.014536496275890223,Tynk_jpg_0_1200
1.3693939393939398,0.9002217779250054,4.122727272727276,0.12102460242615527,0.5166388484649513,0.01464695439240895,Tynk_jpg_0_1300
1.4081818181818186,0.8874477658404702,4.147575757575759,0.1156698417681282,0.5034790912769211,0.013379512294663814,Tynk_jpg_0_1400
1.3208080808080798,0.8952249639280173,3.743232323232328,0.14886846617879254,0.5311367797348281,0.022161820222426295,Tynk_jpg_0_200
1.3767676767676762,0.8826569244792787,4.20828282828283,0.1363328809312635,0.5240651039896871,0.01858665442301807,Tynk_jpg_0_300
1.4601010101010097,0.8659386293678922,4.275050505050506,0.1219086050653551,0.4925905035245241,0.014861707988980724,Tynk_jpg_0_400
1.4826262626262627,0.8747725297198201,4.5903030303030325,0.1220631739169974,0.49477611945989874,0.014899418426691156,Tynk_jpg_0_500
1.4094949494949494,0.8906986469156021,4.258787878787883,0.13492749170406018,0.5138667760387832,0.018205428017549232,Tynk_jpg_0_600
1.5147474747474738,0.8794425186309603,4.87737373737374,0.12177989917250324,0.49232266553759807,0.014830343842465057,Tynk_jpg_0_700
1.529393939393939,0.8889608410133498,4.80272727272728,0.10904694213138344,0.47994378476128075,0.01189123558820529,Tynk_jpg_0_800
1.4727272727272713,0.8927847324620248,4.779191919191929,0.1178861015795238,0.49752708761277886,0.013897132945617804,Tynk_jpg_0_900
1.6502020202020202,0.8717737929186912,6.689797979797982,0.12115217372817268,0.4837639864151446,0.014677849199061333,Tynk_jpg_100_0
1.3926262626262618,0.8939174251521593,4.237070707070712,0.1373154956751606,0.5195149559974374,0.018855545352515053,Tynk_jpg_100_100
1.270202020202019,0.8896174184491018,3.1481818181818184,0.13502606247383897,0.5293732946186458,0.018232037547189068,Tynk_jpg_100_1000
1.5047474747474743,0.8760172084571767,4.335252525252531,0.11395157181142374,0.48019565557996813,0.012984960718294062,Tynk_jpg_100_1100
1.2704040404040406,0.8951754616181984,3.47626262626263,0.13680631476065722,0.5364673806253073,0.018715967758392016,Tynk_jpg_100_1200
1.4090909090909087,0.8893558079505701,4.185656565656568,0.11422031777111959,0.5077407417318863,0.013046280991735538,Tynk_jpg_100_1300
1.152828282828283,0.8952591022569492,2.914848484848487,0.1516805158209391,0.5685092451773417,0.02300697887970616,Tynk_jpg_100_1400
1.333131313131313,0.8704298703809337,4.155353535353534,0.14905846735812753,0.5369272544435695,0.02221842669115397,Tynk_jpg_100_200
1.383030303030302,0.9030652544654614,3.987272727272732,0.13136665575813766,0.5156882910478953,0.01725719824507704,Tynk_jpg_100_300
1.3602020202020209,0.8821286682063894,4.615151515151519,0.13751685949082745,0.537384771243019,0.01891088664421998,Tynk_jpg_100_400
1.4346464646464636,0.8752497160515194,4.43525252525253,0.1235933608452162,0.5059081856605995,0.015275318845015822,Tynk_jpg_100_500
1.3455555555555552,0.8836116840005295,3.680303030303031,0.13344133978706502,0.5176751651213396,0.01780659116416694,Tynk_jpg_100_600
1.4491919191919203,0.881425232170404,4.645555555555561,0.1224040720790969,0.5053118038166882,0.014982756861544749,Tynk_jpg_100_700
1.5097979797979795,0.9022102710328221,4.5017171717171784,0.10552921231377678,0.48042095978281246,0.011136414651566177,Tynk_jpg_100_800
1.5317171717171707,0.8866234609373193,4.591515151515154,0.10835846521606528,0.47734343842877097,0.01174155698398123,Tynk_jpg_100_900
1.777070707070707,0.8848440489116352,6.5041414141414196,0.10846001634424242,0.4464853675311224,0.011763575145393331,Tynk_jpg_200_0
1.4803030303030302,0.8600439917177298,4.7738383838383855,0.1227320529476004,0.5001338913697809,0.015063156820732585,Tynk_jpg_200_100
1.4683838383838377,0.8819913398972526,4.340101010101011,0.11816420485169718,0.49045545048968087,0.013962779308233857,Tynk_jpg_200_1000
1.4684848484848472,0.8698939065311617,4.977171717171724,0.1216607019347899,0.4994672493922047,0.01480132639526579,Tynk_jpg_200_1100
1.1991919191919191,0.9007918614175275,2.891717171717174,0.13268106447768477,0.5469768016293124,0.017604264870931544,Tynk_jpg_200_1200
1.3300000000000003,0.8903911745421901,3.6009090909090937,0.12579882492542244,0.5196944781246952,0.015825344352617086,Tynk_jpg_200_1300
1.454040404040404,0.8768223957104057,4.651010101010103,0.12926917395404744,0.5056117678365525,0.016710519334761774,Tynk_jpg_200_1400
