Dissimilarity,Correlation,Contrast,Energy,Homogeneity,ASM,Texture
2.0236363636363603,0.9094781769295371,7.2872727272727325,0.07306473335110027,0.3864819258586632,0.005338455259667383,Drewno_jpg_0_0
2.3307070707070663,0.8791802776532235,10.172323232323214,0.0697111682214443,0.3613466126927502,0.0048596469747985045,Drewno_jpg_0_100
2.1266666666666634,0.9247693598837541,7.884444444444452,0.06635264272515892,0.3727905742016793,0.004402673196612585,Drewno_jpg_0_1000
2.331616161616159,0.9129561066896679,9.416464646464645,0.06266242032126053,0.3461885858878182,0.003926578920518324,Drewno_jpg_0_1100
2.689696969696967,0.89187760066479,12.305050505050497,0.057536048684939244,0.3111323909546824,0.003310396898275699,Drewno_jpg_0_1200
3.224747474747464,0.8498983774795131,18.526767676767676,0.05255069313961676,0.27845619550974376,0.002761575349454164,Drewno_jpg_0_1300
2.8642424242424207,0.9043981797067604,14.03191919191919,0.05244574401901071,0.29760228356983576,0.002750556065707598,Drewno_jpg_0_1400
2.65747474747474,0.8749045860051412,12.661919191919191,0.06186140959055971,0.3196497784467725,0.003826833996530993,Drewno_jpg_0_200
2.854040404040392,0.8521597670580213,15.044949494949488,0.060478653961049254,0.30814564210374323,0.0036576675849403387,Drewno_jpg_0_300
2.465858585858576,0.8920191612378529,10.831313131313133,0.06277239386292774,0.33784879999754475,0.003940373431282528,Drewno_jpg_0_400
2.141010101010095,0.8820847932365363,8.39858585858587,0.07367895845828717,0.3790871207173654,0.005428588919498007,Drewno_jpg_0_500
2.059595959595954,0.8770844073331202,8.046464646464653,0.07665821542165924,0.39507521946874063,0.005876481991633514,Drewno_jpg_0_600
2.0019191919191885,0.9033022431363283,7.622121212121215,0.07567982542210858,0.39868634208744624,0.005727435975920832,Drewno_jpg_0_700
2.1785858585858513,0.9134294436168843,8.470303030303036,0.06693518009883737,0.37118084898047177,0.0044803183348637934,Drewno_jpg_0_800
2.2321212121212053,0.9145789258420403,8.837979797979788,0.06584867001016767,0.3631808982546364,0.004336047342107956,Drewno_jpg_0_900
1.9016161616161569,0.9210387123492308,6.581818181818186,0.07491136823273871,0.41073582693693417,0.005611713090500975,Drewno_jpg_100_0
1.853737373737367,0.923650958110153,6.328282828282832,0.07608240126646362,0.4183824200929609,0.005788531782471185,Drewno_jpg_100_100
2.2275757575757504,0.8898080050426124,10.077070707070702,0.07254663312770278,0.3897635134258599,0.005263013978165502,Drewno_jpg_100_1000
2.2651515151515085,0.8992526533663016,10.046565656565665,0.06809564325972717,0.3750108301923584,0.004637016630956027,Drewno_jpg_100_1100
2.3978787878787826,0.9022234392876135,10.224545454545455,0.06250803437798877,0.3456838788549296,0.003907254361799826,Drewno_jpg_100_1200
2.6614141414141357,0.8981835950228028,12.370707070707086,0.057225231049481,0.3167474806696658,0.0032747270686664842,Drewno_jpg_100_1300
2.6604040404040314,0.8830450164117863,12.207474747474762,0.06114908245153683,0.31474852923348684,0.0037392102846648496,Drewno_jpg_100_1400
