Dissimilarity,Correlation,Contrast,Energy,Homogeneity,ASM,Texture
0.8854545454545454,0.8851009175218127,3.7252525252525266,0.23273490096925828,0.7054935247210669,0.05416553412917045,Kamien_jpg_0_0
1.525858585858587,0.7734732456045954,8.026868686868701,0.16488060441691268,0.5513910427575699,0.02718561371288645,Kamien_jpg_0_100
0.5538383838383837,0.8569251251497222,0.8037373737373738,0.26882593044478076,0.7468302906773492,0.07226738087950212,Kamien_jpg_0_1000
0.9854545454545467,0.7861330237042632,5.424848484848495,0.2529784619971943,0.6971718480253691,0.06399810223446589,Kamien_jpg_0_1100
0.5227272727272728,0.8972850608284333,0.7681818181818181,0.28762877678240667,0.760587797504311,0.08273031323334352,Kamien_jpg_0_1200
1.3422222222222233,0.8592226660472599,7.348686868686877,0.18068925614150644,0.612985875542604,0.03264860728497092,Kamien_jpg_0_1300
0.6792929292929292,0.8293416096466426,1.2140404040404038,0.2555891701452175,0.7052778444086061,0.06532582389552093,Kamien_jpg_0_1400
0.837878787878788,0.8518496210913176,1.4613131313131313,0.20461206048617547,0.6404426431367609,0.041866095296398335,Kamien_jpg_0_200
1.142323232323232,0.7060552268610204,4.535050505050511,0.18988829757132272,0.609062653408887,0.03605756555453521,Kamien_jpg_0_300
1.6898989898989898,0.8053138950525217,10.345454545454565,0.16814441298478572,0.5631966733142041,0.028272543617998178,Kamien_jpg_0_400
2.3717171717171692,0.7604854380941422,11.139797979797974,0.08037853003763583,0.373340177692453,0.006460708091011126,Kamien_jpg_0_500
1.1603030303030295,0.7273434731231075,5.250606060606072,0.2054344318392706,0.6161966176305618,0.042203305785123914,Kamien_jpg_0_600
0.33696969696969703,0.8667047305563916,0.4092929292929294,0.41421960336056385,0.8386904337492571,0.17157787980818284,Kamien_jpg_0_700
0.7303030303030308,0.7597326539657941,3.208484848484852,0.26757947536225446,0.7409757989205896,0.07159877563513933,Kamien_jpg_0_800
